osmid,y,x,highway,ref,street_count,junction,railway,geometry
677436087,39.3455924,-76.7449661,motorway_junction,18A,3,,,POINT (-76.7449661 39.3455924)
683046426,39.238688,-76.4734001,,,3,,,POINT (-76.4734001 39.238688)
683046460,39.2393366,-76.4736042,motorway_junction,,3,,,POINT (-76.4736042 39.2393366)
683046514,39.2412989,-76.474393,,,3,,,POINT (-76.474393 39.2412989)
683302525,39.3018928,-76.5013364,motorway_junction,38A,3,,,POINT (-76.5013364 39.3018928)
683447613,39.2622535,-76.7083449,traffic_signals,,3,,,POINT (-76.7083449 39.2622535)
683447621,39.2621397,-76.7083397,traffic_signals,,4,,,POINT (-76.7083397 39.2621397)
683447626,39.262507,-76.7054703,traffic_signals,,3,,,POINT (-76.7054703 39.262507)
683447627,39.2622008,-76.7098069,,,3,,,POINT (-76.7098069 39.2622008)
684423121,39.3811031,-76.5794667,,,3,,,POINT (-76.5794667 39.3811031)
684459961,39.3343846,-76.432076,,,3,,,POINT (-76.432076 39.3343846)
684470400,39.3606287,-76.4109024,,,3,,,POINT (-76.4109024 39.3606287)
684470819,39.3367528,-76.4181955,,,3,,,POINT (-76.4181955 39.3367528)
684470851,39.337415,-76.4182388,,,3,,,POINT (-76.4182388 39.337415)
684470868,39.3376682,-76.4182452,,,3,,,POINT (-76.4182452 39.3376682)
684495620,39.3367802,-76.4186343,traffic_signals,,3,,,POINT (-76.4186343 39.3367802)
684495900,39.3368223,-76.4187422,traffic_signals,,3,,,POINT (-76.4187422 39.3368223)
684565220,39.2367933,-76.475526,traffic_signals,1489,4,,,POINT (-76.475526 39.2367933)
684780143,39.3929085,-76.5842276,,,3,,,POINT (-76.5842276 39.3929085)
684780155,39.3926388,-76.5839213,,,3,,,POINT (-76.5839213 39.3926388)
684780164,39.3930724,-76.5833024,,,3,,,POINT (-76.5833024 39.3930724)
684780173,39.3932682,-76.5837931,,,3,,,POINT (-76.5837931 39.3932682)
684780205,39.3929444,-76.5834399,,,3,,,POINT (-76.5834399 39.3929444)
684780258,39.3930097,-76.5842902,,,3,,,POINT (-76.5842902 39.3930097)
685997264,39.3549525,-76.3768776,,,1,,,POINT (-76.3768776 39.3549525)
685997300,39.3724102,-76.3591683,,,1,,,POINT (-76.3591683 39.3724102)
686125780,39.2470546,-76.6906606,,,3,,,POINT (-76.6906606 39.2470546)
686161385,39.2454467,-76.5078826,,,3,,,POINT (-76.5078826 39.2454467)
686161388,39.2456329,-76.5077516,,,3,,,POINT (-76.5077516 39.2456329)
686161588,39.2454086,-76.5077487,,,3,,,POINT (-76.5077487 39.2454086)
686161608,39.2453355,-76.5077128,,,3,,,POINT (-76.5077128 39.2453355)
686161626,39.2452415,-76.5079471,,,3,,,POINT (-76.5079471 39.2452415)
686161628,39.2452755,-76.507987,,,3,,,POINT (-76.507987 39.2452755)
686161811,39.2453839,-76.5083952,,,3,,,POINT (-76.5083952 39.2453839)
686161821,39.2454831,-76.5084068,,,4,,,POINT (-76.5084068 39.2454831)
687140815,39.2452921,-76.6906914,,,3,,,POINT (-76.6906914 39.2452921)
687140819,39.2450969,-76.6899551,,,3,,,POINT (-76.6899551 39.2450969)
691124999,39.4069104,-76.781629,,,2,,,POINT (-76.781629 39.4069104)
691127193,39.409495,-76.4913581,turning_circle,,1,,,POINT (-76.4913581 39.409495)
691390314,39.2904068,-76.4471032,,,3,,,POINT (-76.4471032 39.2904068)
691390315,39.291134,-76.4476322,,,4,,,POINT (-76.4476322 39.291134)
691390317,39.2910248,-76.445653,,,3,,,POINT (-76.445653 39.2910248)
691390359,39.292537,-76.4477739,,,3,,,POINT (-76.4477739 39.292537)
691390361,39.2887865,-76.4497518,,,3,,,POINT (-76.4497518 39.2887865)
691390367,39.2889499,-76.4496609,,,3,,,POINT (-76.4496609 39.2889499)
691390368,39.2872068,-76.4506464,,,3,,,POINT (-76.4506464 39.2872068)
691390374,39.2870426,-76.4507343,,,3,,,POINT (-76.4507343 39.2870426)
691390375,39.286231,-76.4511916,,,3,,,POINT (-76.4511916 39.286231)
691390388,39.2876102,-76.4504144,,,3,,,POINT (-76.4504144 39.2876102)
691390397,39.2914578,-76.4468906,turning_circle,,1,,,POINT (-76.4468906 39.2914578)
691390405,39.2897842,-76.4491944,,,3,,,POINT (-76.4491944 39.2897842)
691390412,39.2899406,-76.4491024,,,3,,,POINT (-76.4491024 39.2899406)
691565262,39.4083289,-76.7949768,,,3,,,POINT (-76.7949768 39.4083289)
691565286,39.4038481,-76.7962138,traffic_signals,,4,,,POINT (-76.7962138 39.4038481)
691565314,39.4182996,-76.7787084,,,3,,,POINT (-76.7787084 39.4182996)
691565379,39.4161781,-76.7833303,traffic_signals,,5,,,POINT (-76.7833303 39.4161781)
691565462,39.4069672,-76.7968933,,,3,,,POINT (-76.7968933 39.4069672)
691565500,39.417691,-76.7805362,,,3,,,POINT (-76.7805362 39.417691)
691565501,39.4181034,-76.7801877,,,3,,,POINT (-76.7801877 39.4181034)
691565561,39.418163,-76.7800981,traffic_signals,,3,,,POINT (-76.7800981 39.418163)
691565583,39.3741011,-76.7501896,motorway_junction,1A;1B,3,,,POINT (-76.7501896 39.3741011)
691565599,39.4127719,-76.7921444,,,3,,,POINT (-76.7921444 39.4127719)
691565647,39.440047,-76.8217818,motorway_junction,7B,3,,,POINT (-76.8217818 39.440047)
691565658,39.4051616,-76.79254,,,3,,,POINT (-76.79254 39.4051616)
691565685,39.4151794,-76.7852736,motorway_junction,,3,,,POINT (-76.7852736 39.4151794)
692296278,39.416511,-76.4567488,,,1,,,POINT (-76.4567488 39.416511)
692314664,39.4095712,-76.4526673,,,3,,,POINT (-76.4526673 39.4095712)
692314698,39.4099545,-76.451797,,,3,,,POINT (-76.451797 39.4099545)
692314726,39.4107206,-76.4489085,,,3,,,POINT (-76.4489085 39.4107206)
692314803,39.4089825,-76.4493365,,,3,,,POINT (-76.4493365 39.4089825)
692314807,39.4085198,-76.4498457,,,3,,,POINT (-76.4498457 39.4085198)
692314828,39.4091584,-76.4463213,,,3,,,POINT (-76.4463213 39.4091584)
692314830,39.4089611,-76.447012,,,3,,,POINT (-76.447012 39.4089611)
692314834,39.4091543,-76.4471073,,,3,,,POINT (-76.4471073 39.4091543)
692314836,39.4093457,-76.4464008,,,3,,,POINT (-76.4464008 39.4093457)
692314849,39.4105666,-76.4522012,,,3,,,POINT (-76.4522012 39.4105666)
692314875,39.4074995,-76.4488753,,,3,,,POINT (-76.4488753 39.4074995)
692314923,39.4104205,-76.446623,,,4,,,POINT (-76.446623 39.4104205)
692314954,39.4079707,-76.4456783,,,3,,,POINT (-76.4456783 39.4079707)
692314957,39.4080618,-76.4460025,,,3,,,POINT (-76.4460025 39.4080618)
692314967,39.409467,-76.4474593,,,3,,,POINT (-76.4474593 39.409467)
692314971,39.4095876,-76.4479696,,,3,,,POINT (-76.4479696 39.4095876)
692314998,39.4108251,-76.4469996,,,3,,,POINT (-76.4469996 39.4108251)
692315021,39.4102828,-76.4468995,,,3,,,POINT (-76.4468995 39.4102828)
692315049,39.4105853,-76.4451459,,,3,,,POINT (-76.4451459 39.4105853)
692315051,39.409817,-76.4452731,,,3,,,POINT (-76.4452731 39.409817)
692315054,39.4106227,-76.4453524,,,3,,,POINT (-76.4453524 39.4106227)
692315056,39.4097731,-76.4448347,,,1,,,POINT (-76.4448347 39.4097731)
692315071,39.4105071,-76.4463084,,,4,,,POINT (-76.4463084 39.4105071)
692315073,39.4109248,-76.4453314,,,5,,,POINT (-76.4453314 39.4109248)
692315082,39.411807,-76.4429707,,,4,,,POINT (-76.4429707 39.411807)
692315083,39.4118767,-76.442923,,,4,,,POINT (-76.442923 39.4118767)
692315091,39.4118001,-76.4427045,,,3,,,POINT (-76.4427045 39.4118001)
692315092,39.4119224,-76.4430339,,,3,,,POINT (-76.4430339 39.4119224)
692315094,39.4117246,-76.4427647,,,3,,,POINT (-76.4427647 39.4117246)
692315101,39.4111194,-76.4436694,,,1,,,POINT (-76.4436694 39.4111194)
692315111,39.4132986,-76.4419778,,,3,,,POINT (-76.4419778 39.4132986)
692315113,39.4135431,-76.4421203,,,3,,,POINT (-76.4421203 39.4135431)
692315114,39.4132727,-76.4420831,,,3,,,POINT (-76.4420831 39.4132727)
692315115,39.4118518,-76.4430761,,,3,,,POINT (-76.4430761 39.4118518)
692315217,39.4105953,-76.4463752,,,4,,,POINT (-76.4463752 39.4105953)
692315241,39.4104746,-76.4362756,,,4,,,POINT (-76.4362756 39.4104746)
692315251,39.4097549,-76.4367506,,,3,,,POINT (-76.4367506 39.4097549)
692315425,39.4115885,-76.4459139,,,3,,,POINT (-76.4459139 39.4115885)
692315458,39.419243,-76.4559274,traffic_signals,,4,,,POINT (-76.4559274 39.419243)
692315475,39.4164766,-76.4535942,,,4,,,POINT (-76.4535942 39.4164766)
692315535,39.4050496,-76.4448552,traffic_signals,,3,,,POINT (-76.4448552 39.4050496)
692315537,39.4049394,-76.4449033,traffic_signals,,3,,,POINT (-76.4449033 39.4049394)
692315547,39.4025886,-76.4461051,traffic_signals,,4,,,POINT (-76.4461051 39.4025886)
692315600,39.4049127,-76.4447799,traffic_signals,,4,,,POINT (-76.4447799 39.4049127)
692315755,39.4098975,-76.434696,turning_circle,,1,,,POINT (-76.434696 39.4098975)
692316114,39.4126909,-76.4455965,turning_circle,,1,,,POINT (-76.4455965 39.4126909)
696069897,39.4037573,-76.7936192,,,4,,,POINT (-76.7936192 39.4037573)
696069914,39.4045004,-76.7929943,,,1,,,POINT (-76.7929943 39.4045004)
696070031,39.4066034,-76.7871683,,,3,,,POINT (-76.7871683 39.4066034)
696070034,39.4042371,-76.7895198,,,3,,,POINT (-76.7895198 39.4042371)
696070076,39.4067448,-76.7938635,,,3,,,POINT (-76.7938635 39.4067448)
696098345,39.4030028,-76.7943286,,,1,,,POINT (-76.7943286 39.4030028)
697185219,39.4121381,-76.8170706,,,1,,,POINT (-76.8170706 39.4121381)
697185246,39.4148864,-76.8097341,,,1,,,POINT (-76.8097341 39.4148864)
697185263,39.415444,-76.8108495,,,3,,,POINT (-76.8108495 39.415444)
697185269,39.4118484,-76.8177112,,,3,,,POINT (-76.8177112 39.4118484)
697185290,39.4102907,-76.8146488,,,3,,,POINT (-76.8146488 39.4102907)
697185298,39.4109014,-76.8148183,,,1,,,POINT (-76.8148183 39.4109014)
697185317,39.4105512,-76.8150271,,,3,,,POINT (-76.8150271 39.4105512)
697185334,39.4097342,-76.8145287,,,1,,,POINT (-76.8145287 39.4097342)
697185336,39.411049,-76.8208959,,,3,,,POINT (-76.8208959 39.411049)
697185352,39.409185,-76.8149498,,,1,,,POINT (-76.8149498 39.409185)
697185357,39.4154321,-76.8094765,,,1,,,POINT (-76.8094765 39.4154321)
697185372,39.4125016,-76.820455,,,3,,,POINT (-76.820455 39.4125016)
697191373,39.413119,-76.809132,,,2,,,POINT (-76.809132 39.413119)
697191723,39.4131562,-76.8090168,,,2,,,POINT (-76.8090168 39.4131562)
697325043,39.4106718,-76.8082493,,,3,,,POINT (-76.8082493 39.4106718)
697325046,39.4096717,-76.8055626,,,4,,,POINT (-76.8055626 39.4096717)
697325048,39.4099224,-76.8042496,,,3,,,POINT (-76.8042496 39.4099224)
697325058,39.4094155,-76.8064248,,,3,,,POINT (-76.8064248 39.4094155)
697325065,39.4107528,-76.8078469,,,1,,,POINT (-76.8078469 39.4107528)
697325077,39.4094407,-76.8066254,,,3,,,POINT (-76.8066254 39.4094407)
697325082,39.4089443,-76.8014628,,,3,,,POINT (-76.8014628 39.4089443)
697325085,39.4085049,-76.8020878,,,3,,,POINT (-76.8020878 39.4085049)
697325094,39.4092634,-76.8043744,,,4,,,POINT (-76.8043744 39.4092634)
697325099,39.4087609,-76.8036984,,,3,,,POINT (-76.8036984 39.4087609)
697325100,39.4078324,-76.8033846,turning_circle,,1,,,POINT (-76.8033846 39.4078324)
697325102,39.4095253,-76.8066843,,,3,,,POINT (-76.8066843 39.4095253)
697325110,39.4094033,-76.8007306,turning_circle,,1,,,POINT (-76.8007306 39.4094033)
697325112,39.4105497,-76.8088554,,,1,,,POINT (-76.8088554 39.4105497)
697325119,39.4079443,-76.8045219,,,1,,,POINT (-76.8045219 39.4079443)
697325127,39.4099794,-76.8054781,,,3,,,POINT (-76.8054781 39.4099794)
697325132,39.4096016,-76.8063273,,,3,,,POINT (-76.8063273 39.4096016)
697325134,39.4092292,-76.8063176,,,3,,,POINT (-76.8063176 39.4092292)
697325140,39.4090354,-76.8062291,,,3,,,POINT (-76.8062291 39.4090354)
697325145,39.4099329,-76.8085821,,,1,,,POINT (-76.8085821 39.4099329)
697325146,39.4096842,-76.8065582,,,3,,,POINT (-76.8065582 39.4096842)
697325152,39.4100445,-76.8080264,,,3,,,POINT (-76.8080264 39.4100445)
697325156,39.4076013,-76.8063418,,,3,,,POINT (-76.8063418 39.4076013)
697325160,39.4094945,-76.8049054,,,3,,,POINT (-76.8049054 39.4094945)
697325175,39.4100996,-76.8070499,,,3,,,POINT (-76.8070499 39.4100996)
698102863,39.4200807,-76.7808942,,,3,,,POINT (-76.7808942 39.4200807)
698102957,39.419296,-76.7811067,,,1,,,POINT (-76.7811067 39.419296)
699302100,39.4044191,-76.810526,traffic_signals,,4,,,POINT (-76.810526 39.4044191)
699302112,39.3981483,-76.796129,traffic_signals,,4,,,POINT (-76.796129 39.3981483)
699302113,39.3977797,-76.7863407,traffic_signals,,3,,,POINT (-76.7863407 39.3977797)
699302118,39.4000366,-76.7991373,,,3,,,POINT (-76.7991373 39.4000366)
699302121,39.397964,-76.7869917,,,3,,,POINT (-76.7869917 39.397964)
699302122,39.4022978,-76.8026497,,,4,,,POINT (-76.8026497 39.4022978)
699302143,39.3981649,-76.7882179,,,4,,,POINT (-76.7882179 39.3981649)
699302144,39.3992407,-76.7981715,,,3,,,POINT (-76.7981715 39.3992407)
699302147,39.4025559,-76.8051214,,,3,,,POINT (-76.8051214 39.4025559)
699302149,39.3980312,-76.7954276,,,3,,,POINT (-76.7954276 39.3980312)
699302152,39.4024301,-76.8037205,,,4,,,POINT (-76.8037205 39.4024301)
699302158,39.4053578,-76.8126261,traffic_signals,,4,,,POINT (-76.8126261 39.4053578)
699302160,39.4026844,-76.8063163,,,3,,,POINT (-76.8063163 39.4026844)
699340490,39.4151055,-76.8101822,,,3,,,POINT (-76.8101822 39.4151055)
699530657,39.3379879,-76.4817306,,,3,,,POINT (-76.4817306 39.3379879)
699530673,39.3368468,-76.4803403,,,3,,,POINT (-76.4803403 39.3368468)
699530689,39.3378541,-76.4805292,,,3,,,POINT (-76.4805292 39.3378541)
699530829,39.3076078,-76.5269453,,,1,,,POINT (-76.5269453 39.3076078)
699534354,39.3031,-76.7182892,,,3,,,POINT (-76.7182892 39.3031)
699534380,39.3074161,-76.7533836,,,3,,,POINT (-76.7533836 39.3074161)
699542113,39.3788454,-76.472086,,,3,,,POINT (-76.472086 39.3788454)
699542120,39.3806373,-76.4715171,,,3,,,POINT (-76.4715171 39.3806373)
699542131,39.3834394,-76.4989814,traffic_signals,,4,,,POINT (-76.4989814 39.3834394)
701838866,39.3382219,-76.4824512,,,3,,,POINT (-76.4824512 39.3382219)
701838875,39.3388835,-76.4829552,,,3,,,POINT (-76.4829552 39.3388835)
701838929,39.3466347,-76.4693301,,,1,,,POINT (-76.4693301 39.3466347)
703003181,39.3807351,-76.7171726,,,3,,,POINT (-76.7171726 39.3807351)
703003228,39.3793818,-76.7173849,,,3,,,POINT (-76.7173849 39.3793818)
703007464,39.4165149,-76.456469,,,3,,,POINT (-76.456469 39.4165149)
703007465,39.4154861,-76.4530225,,,3,,,POINT (-76.4530225 39.4154861)
703007466,39.4162608,-76.4563966,,,3,,,POINT (-76.4563966 39.4162608)
703007472,39.4154404,-76.4553779,,,3,,,POINT (-76.4553779 39.4154404)
703007476,39.415145,-76.4545499,,,3,,,POINT (-76.4545499 39.415145)
703007481,39.4154344,-76.4532595,,,3,,,POINT (-76.4532595 39.4154344)
703510479,39.4638763,-76.6435852,,,1,,,POINT (-76.6435852 39.4638763)
723505879,39.4084894,-76.8078626,,,4,,,POINT (-76.8078626 39.4084894)
738189265,39.2605068,-76.5107418,,,3,,,POINT (-76.5107418 39.2605068)
738189266,39.2606178,-76.5120656,traffic_signals,,3,,,POINT (-76.5120656 39.2606178)
738189268,39.2604949,-76.5114999,,,3,,,POINT (-76.5114999 39.2604949)
757640168,39.3313104,-76.8583622,turning_circle,,1,,,POINT (-76.8583622 39.3313104)
757646707,39.3254613,-76.8500728,,,3,,,POINT (-76.8500728 39.3254613)
757649571,39.3262446,-76.8495869,turning_circle,,1,,,POINT (-76.8495869 39.3262446)
757649604,39.3221721,-76.8506862,turning_circle,,1,,,POINT (-76.8506862 39.3221721)
757651426,39.3314661,-76.8482114,,,3,,,POINT (-76.8482114 39.3314661)
757652359,39.3323201,-76.8459853,turning_circle,,1,,,POINT (-76.8459853 39.3323201)
757655407,39.3299277,-76.8515422,turning_circle,,1,,,POINT (-76.8515422 39.3299277)
763528911,39.4560098,-76.6336187,,,3,,,POINT (-76.6336187 39.4560098)
763528916,39.4558778,-76.6335477,,,3,,,POINT (-76.6335477 39.4558778)
763528921,39.4555776,-76.632779,,,3,,,POINT (-76.632779 39.4555776)
763528925,39.4565839,-76.6331984,,,3,,,POINT (-76.6331984 39.4565839)
763528931,39.4563038,-76.6324106,,,3,,,POINT (-76.6324106 39.4563038)
763528934,39.456018,-76.6329625,traffic_signals,,4,,,POINT (-76.6329625 39.456018)
763528945,39.4561392,-76.6324844,,,3,,,POINT (-76.6324844 39.4561392)
764347178,39.3220955,-76.7589215,,,3,,,POINT (-76.7589215 39.3220955)
766890534,39.4109313,-76.6646501,,,3,,,POINT (-76.6646501 39.4109313)
766890549,39.3960357,-76.6872199,motorway_junction,22,3,,,POINT (-76.6872199 39.3960357)
767246568,39.4106603,-76.8153335,,,1,,,POINT (-76.8153335 39.4106603)
767571598,39.4254282,-76.8115626,turning_circle,,1,,,POINT (-76.8115626 39.4254282)
768962133,39.4405672,-76.7988637,,,3,,,POINT (-76.7988637 39.4405672)
768962279,39.4398393,-76.7995644,,,1,,,POINT (-76.7995644 39.4398393)
768962355,39.4408338,-76.7998806,,,3,,,POINT (-76.7998806 39.4408338)
768962422,39.4402141,-76.7986269,,,3,,,POINT (-76.7986269 39.4402141)
768962551,39.4399519,-76.7981805,,,1,,,POINT (-76.7981805 39.4399519)
768962662,39.4403042,-76.7982613,,,3,,,POINT (-76.7982613 39.4403042)
773018758,39.2624359,-76.7829132,,,3,,,POINT (-76.7829132 39.2624359)
775383785,39.2291078,-76.5126378,,,4,,,POINT (-76.5126378 39.2291078)
775383839,39.2313117,-76.5079922,,,3,,,POINT (-76.5079922 39.2313117)
775383890,39.2286599,-76.5125561,,,3,,,POINT (-76.5125561 39.2286599)
793817668,39.6265243,-76.6341885,,,3,,,POINT (-76.6341885 39.6265243)
793817725,39.6218723,-76.6290205,,,3,,,POINT (-76.6290205 39.6218723)
793818157,39.5134455,-76.4746943,turning_circle,,1,,,POINT (-76.4746943 39.5134455)
795278099,39.4253824,-76.5289585,,,3,,,POINT (-76.5289585 39.4253824)
795279834,39.3965504,-76.5484872,,,3,,,POINT (-76.5484872 39.3965504)
795279839,39.396861,-76.5482465,motorway_junction,,3,,,POINT (-76.5482465 39.396861)
795279841,39.4171671,-76.5393226,turning_circle,,1,,,POINT (-76.5393226 39.4171671)
796678671,39.3888227,-76.6853177,,,1,,,POINT (-76.6853177 39.3888227)
796678672,39.3870514,-76.685133,,,1,,,POINT (-76.685133 39.3870514)
796688209,39.376226,-76.644097,turning_circle,,1,,,POINT (-76.644097 39.376226)
797251445,39.3362975,-76.489376,,,1,,,POINT (-76.489376 39.3362975)
797251454,39.3352975,-76.4856285,,,3,,,POINT (-76.4856285 39.3352975)
797251483,39.3368201,-76.4900672,,,3,,,POINT (-76.4900672 39.3368201)
797704848,39.2863294,-76.5027039,,,3,,,POINT (-76.5027039 39.2863294)
797751532,39.2990458,-76.4972317,,,3,,,POINT (-76.4972317 39.2990458)
797751562,39.2983478,-76.4992356,,,3,,,POINT (-76.4992356 39.2983478)
797771130,39.3759046,-76.5136395,,,1,,,POINT (-76.5136395 39.3759046)
797771158,39.3752998,-76.5122492,,,3,,,POINT (-76.5122492 39.3752998)
797772254,39.3810024,-76.5017862,,,3,,,POINT (-76.5017862 39.3810024)
797772274,39.3805798,-76.5127291,,,3,,,POINT (-76.5127291 39.3805798)
803014165,39.3779153,-76.6943588,turning_circle,,1,,,POINT (-76.6943588 39.3779153)
803014166,39.3738617,-76.6851301,turning_circle,,1,,,POINT (-76.6851301 39.3738617)
803081570,39.4011212,-76.7064772,turning_circle,,1,,,POINT (-76.7064772 39.4011212)
803081574,39.4091704,-76.6991683,turning_circle,,1,,,POINT (-76.6991683 39.4091704)
804637802,39.3865738,-76.579046,,,3,,,POINT (-76.579046 39.3865738)
812108578,39.2361861,-76.4734588,traffic_signals,,3,,,POINT (-76.4734588 39.2361861)
812114136,39.2504961,-76.4593339,,,3,,,POINT (-76.4593339 39.2504961)
821378530,39.3637869,-76.3675819,,,1,,,POINT (-76.3675819 39.3637869)
821379596,39.3760541,-76.3539885,,,3,,,POINT (-76.3539885 39.3760541)
821379597,39.3746421,-76.3551695,,,1,,,POINT (-76.3551695 39.3746421)
821379598,39.3749473,-76.3549101,,,3,,,POINT (-76.3549101 39.3749473)
821379599,39.3753618,-76.3557641,,,3,,,POINT (-76.3557641 39.3753618)
821379631,39.3650357,-76.3604063,turning_circle,,1,,,POINT (-76.3604063 39.3650357)
821869601,39.329951,-76.4402285,,,5,,,POINT (-76.4402285 39.329951)
821869602,39.3298915,-76.439737,,,3,,,POINT (-76.439737 39.3298915)
821869605,39.3299331,-76.4401304,,,3,,,POINT (-76.4401304 39.3299331)
821882455,39.3516655,-76.4400165,,,3,,,POINT (-76.4400165 39.3516655)
821882457,39.3526482,-76.4388819,,,3,,,POINT (-76.4388819 39.3526482)
821882465,39.3516473,-76.4401085,,,1,,,POINT (-76.4401085 39.3516473)
821882467,39.3459887,-76.4492343,,,4,,,POINT (-76.4492343 39.3459887)
821882468,39.3523647,-76.4401901,,,3,,,POINT (-76.4401901 39.3523647)
821882471,39.353575,-76.4392819,turning_circle,,1,,,POINT (-76.4392819 39.353575)
821882477,39.3460387,-76.4486893,,,1,,,POINT (-76.4486893 39.3460387)
821882478,39.3459392,-76.4500773,,,3,,,POINT (-76.4500773 39.3459392)
821882484,39.353197,-76.4390768,,,3,,,POINT (-76.4390768 39.353197)
821882486,39.3530657,-76.4394808,turning_circle,,1,,,POINT (-76.4394808 39.3530657)
821882487,39.3509355,-76.4395206,turning_circle,,1,,,POINT (-76.4395206 39.3509355)
821882491,39.3483693,-76.4486182,,,3,,,POINT (-76.4486182 39.3483693)
821883698,39.3466812,-76.4439189,,,3,,,POINT (-76.4439189 39.3466812)
821883704,39.3441855,-76.4488785,,,1,,,POINT (-76.4488785 39.3441855)
821883716,39.3445669,-76.4489558,,,3,,,POINT (-76.4489558 39.3445669)
821885863,39.346759,-76.4453183,,,4,,,POINT (-76.4453183 39.346759)
821885868,39.348281,-76.4468292,,,3,,,POINT (-76.4468292 39.348281)
821885875,39.3461818,-76.44452,,,3,,,POINT (-76.44452 39.3461818)
821885876,39.3456686,-76.4451078,,,3,,,POINT (-76.4451078 39.3456686)
821885890,39.3472579,-76.444719,,,3,,,POINT (-76.444719 39.3472579)
821892021,39.3442956,-76.4438969,,,3,,,POINT (-76.4438969 39.3442956)
821892023,39.3416421,-76.4468715,,,3,,,POINT (-76.4468715 39.3416421)
821892030,39.3419547,-76.4448981,,,3,,,POINT (-76.4448981 39.3419547)
821892031,39.3438691,-76.4427968,,,3,,,POINT (-76.4427968 39.3438691)
821892046,39.342684,-76.4472725,,,4,,,POINT (-76.4472725 39.342684)
821892054,39.3429066,-76.4449716,,,3,,,POINT (-76.4449716 39.3429066)
821892063,39.344715,-76.4428323,,,3,,,POINT (-76.4428323 39.344715)
821892087,39.341994,-76.4462737,,,3,,,POINT (-76.4462737 39.341994)
821892089,39.3412308,-76.4475655,,,3,,,POINT (-76.4475655 39.3412308)
821892091,39.343244,-76.4418929,,,3,,,POINT (-76.4418929 39.343244)
821892106,39.3425096,-76.4431542,,,3,,,POINT (-76.4431542 39.3425096)
821892112,39.3440705,-76.443589,,,3,,,POINT (-76.443589 39.3440705)
821892116,39.3449389,-76.4447747,,,3,,,POINT (-76.4447747 39.3449389)
821892117,39.3425486,-76.4482686,,,3,,,POINT (-76.4482686 39.3425486)
821892132,39.343398,-76.4443922,,,4,,,POINT (-76.4443922 39.343398)
821892148,39.3408634,-76.4485068,,,3,,,POINT (-76.4485068 39.3408634)
821892157,39.3421638,-76.4437523,,,3,,,POINT (-76.4437523 39.3421638)
821892160,39.3442626,-76.4468218,,,3,,,POINT (-76.4468218 39.3442626)
821892163,39.3432626,-76.4467253,,,3,,,POINT (-76.4467253 39.3432626)
821892168,39.3420527,-76.4439492,,,3,,,POINT (-76.4439492 39.3420527)
821892170,39.3435221,-76.447058,,,1,,,POINT (-76.447058 39.3435221)
821892175,39.3424235,-76.4455472,,,4,,,POINT (-76.4455472 39.3424235)
821892192,39.3436194,-76.4447143,,,3,,,POINT (-76.4447143 39.3436194)
821892195,39.3417066,-76.4445637,,,3,,,POINT (-76.4445637 39.3417066)
821892202,39.3428697,-76.4425225,,,3,,,POINT (-76.4425225 39.3428697)
821892222,39.3443115,-76.4422717,,,3,,,POINT (-76.4422717 39.3443115)
821918459,39.3665951,-76.4959378,,,3,,,POINT (-76.4959378 39.3665951)
821918471,39.3635284,-76.4948316,,,3,,,POINT (-76.4948316 39.3635284)
821918472,39.3646032,-76.4922935,,,3,,,POINT (-76.4922935 39.3646032)
821918492,39.3638335,-76.4911715,traffic_signals,,4,,,POINT (-76.4911715 39.3638335)
821918514,39.3637388,-76.4971947,,,3,,,POINT (-76.4971947 39.3637388)
821918516,39.357766,-76.475157,turning_circle,,1,,,POINT (-76.475157 39.357766)
821918522,39.358355,-76.4746152,,,3,,,POINT (-76.4746152 39.358355)
821918529,39.3589002,-76.4729967,,,3,,,POINT (-76.4729967 39.3589002)
821918541,39.3594152,-76.4741951,,,3,,,POINT (-76.4741951 39.3594152)
821924376,39.3618278,-76.498853,,,3,,,POINT (-76.498853 39.3618278)
821924458,39.3618358,-76.4987274,,,3,,,POINT (-76.4987274 39.3618358)
821924463,39.3622718,-76.4998346,turning_circle,,1,,,POINT (-76.4998346 39.3622718)
821930792,39.3552789,-76.4934453,,,1,,,POINT (-76.4934453 39.3552789)
821941092,39.3149093,-76.4167509,,,3,,,POINT (-76.4167509 39.3149093)
822123883,39.4085931,-76.4222478,,,3,,,POINT (-76.4222478 39.4085931)
822123892,39.4075214,-76.422705,,,4,,,POINT (-76.422705 39.4075214)
822123894,39.4059057,-76.4225223,,,1,,,POINT (-76.4225223 39.4059057)
822123903,39.4091179,-76.4259555,,,3,,,POINT (-76.4259555 39.4091179)
822123919,39.4076133,-76.4209934,,,1,,,POINT (-76.4209934 39.4076133)
822123932,39.4083226,-76.4274776,,,4,,,POINT (-76.4274776 39.4083226)
822123967,39.4050028,-76.4269313,,,3,,,POINT (-76.4269313 39.4050028)
822123985,39.405429,-76.4269694,,,3,,,POINT (-76.4269694 39.405429)
822124035,39.4080789,-76.4304088,,,3,,,POINT (-76.4304088 39.4080789)
822124080,39.405429,-76.4270767,,,3,,,POINT (-76.4270767 39.405429)
822124093,39.4046428,-76.426564,,,3,,,POINT (-76.426564 39.4046428)
822124136,39.4046254,-76.4273336,,,3,,,POINT (-76.4273336 39.4046254)
822124211,39.396435,-76.4330709,,,3,,,POINT (-76.4330709 39.396435)
